;0
bot_blue_dmg;0,03768115942028986
bot_blue_deaths;-0,00942028985507246
sup_blue_champwr;-0,0007246376811594236
sup_blue_prowr;-0,010869565217391297
sup_blue_gold;-0,010869565217391297
sup_blue_kills;0,006521739130434812
sup_blue_dmg;0,006521739130434812
sup_blue_deaths;-0,004347826086956541
top_red_champwr;-0,0021739130434782596
top_red_prowr;-0,004347826086956519
top_red_gold;-0,0050724637681159425
top_red_kills;0,0
top_red_dmg;-0,004347826086956508
top_red_deaths;0,013768115942028947
jng_red_champwr;-0,005072463768115931
jng_red_prowr;-0,00434782608695653
jng_red_gold;0,0007246376811594124
jng_red_kills;0,011594202898550721
jng_red_dmg;0,0007246376811594124
jng_red_deaths;-0,0007246376811594346
mid_red_champwr;0,0065217391304347675
mid_red_prowr;0,0
mid_red_gold;-0,007971014492753625
mid_red_kills;-0,02101449275362318
mid_red_dmg;-0,0021739130434782596
mid_red_deaths;-0,007971014492753625
bot_red_champwr;0,00434782608695653
bot_red_prowr;-0,010144927536231885
bot_red_gold;-0,0007246376811594236
bot_red_kills;0,0007246376811594236
bot_red_dmg;0,0
bot_red_deaths;-0,0007246376811594236
sup_red_champwr;0,004347826086956519
sup_red_prowr;-0,001449275362318847
sup_red_gold;0,0
sup_red_kills;0,009420289855072473
sup_red_dmg;0,0007246376811594236
sup_red_deaths;-0,010144927536231862
